idx,label,sentence1,sentence2
1404,0,North American markets finished mixed in directionless trading Monday as earnings season begins to slow and economic indicators move into the spotlight .,"North American markets grabbed early gains Monday morning , as earnings season begins to slow and economic indicators take the spotlight ."
446,1,"U.S. Agriculture Secretary Ann Veneman , who announced Tuesdays ban , also said Washington would send a technical team to Canada to help .","U.S. Agriculture Secretary Ann Veneman , who announced yesterday 's ban , also said Washington would send a technical team to Canada to assist in the Canadian situation ."
3967,0,"The euro soared to US $ 1.1914 in Asian trading , before slipping back slightly to US $ 1.1895 as trading opened in Europe .","The euro soared to $ 1.1914 in Asian trading , before slipping back to $ 1.1884 in late European trading , up from $ 1.1857 late Monday ."
1668,0,"Larger rivals , including Tesco and Sainsbury ’ s , were excluded from the bid battle following a Competition Commission inquiry last month .","A Competition Commission inquiry last month has already excluded larger rivals Tesco , Asda and J Sainsbury from the bid race ."
3934,1,"Yesterday 's ruling is a great first step toward better coverage for poor Maine residents , he said , but there is more to be done .","He said the court 's ruling was a great first step toward better coverage for poor Maine residents , but that there was more to be done ."
2973,1,Hedge funds came under renewed scrutiny recently when New York Attorney General Eliot Spitzer unveiled a probe of illegal trading in mutual fund shares .,The industry came under renewed scrutiny recently with the launch by New York Attorney General Eliot Spitzer of an investigation of illegal trading in mutual fund shares .
628,1,"The law does not regulate how much individuals can contribute to their own campaigns , a decided advantage for millionaires like Mr. Schwarzenegger and Mr. Ueberroth , both Republican candidates .","The law does not regulate how much individuals can contribute to their own campaigns , a decided advantage for millionaires such as Schwarzenegger and Ueberroth ."
3833,1,A federal appeals court yesterday reinstated perjury charges against a San Diego student accused of lying about his association with 9 / 11 hijackers .,A U.S. appeals court in New York reinstated perjury charges against a Grossmont College student accused of lying about his knowledge of two of the Sept . 11 hijackers .
759,0,The legislation came after U.S. District Judge Lee R. West in Oklahoma City ruled last week that the FTC lacked authority to run the registry .,U.S. District Judge Lee R. West ruled Tuesday in Oklahoma City that the FTC lacks authority to run the registry .
919,1,"The male eagle was found by a zookeeper early Thursday , suffering from severe puncture wounds in his abdomen .","The 21-year-old eagle , found by a zookeeper early Thursday , had severe puncture wounds to his abdomen and back , spokeswoman Julie Mason said ."
2179,0,"The blue-chip Dow Jones industrial average .DJI climbed 179.97 points , or 2.09 percent , to 8,781.35 , ending at its highest level since mid-January .","The blue-chip Dow Jones industrial average .DJI tacked on 97 points , or 1.14 percent , to 8,699 ."
2506,1,"The specific product that is the subject of the petition , 6000 series aluminium alloy rolled plate , is used for general-purpose engineering , tooling and die applications .","At the center of the petition is a 6000 series aluminum alloy rolled plate that is used for general-purpose engineering , tooling and die applications ."
1526,0,""" We 're still confident that Gephardt will get the lion 's share of union support . ""","Whether or not we get to the two-thirds , we 're going to have the lion 's share of union support . """
980,1,"He said the local organized crime police were investigating a suspect , but he would not confirm if it was the 24-year-old cited by Bitdefender .","He said the local organized crime police were investigating a suspect , but he would not say if it was Ciobanu ."
2926,1,He said the district had been waiting for the subpoenas and had always planned to comply once it received them .,Mr. Caramore said the district waited for the subpoenas and planned to cooperate with the investigation .
2148,1,"Yesterday , two Japanese diplomats were killed in an apparent ambush near Tikrit , 175 kilometres north of the capital .","Two Japanese diplomats were also killed in an ambush near Tikrit , according to the Japanese Foreign Ministry ."
1092,0,"Mr Hadley , who has a new partner and child , said : "" I am absolutely delighted .","In a statement issued by his solicitors , Mr Hadley said : "" I am absolutely delighted with the outcome of proceedings ."
1322,1,"The bank also said its offer was subject to the agreement of Drax 's senior banks , senior bond holders and hedging banks by 30 September 2003 .","The offer is also subject to Goldman signing an agreement with Drax 's senior banks , senior bond holders and hedging banks by Sept . 30 , it said ."
2108,1,The proposal also may help Bloomfield Hills-based Taubman Centers Inc. fend off a takeover from Indianapoils-based shopping mall operator Simon Property Group Inc .,"The legislation , approved 12-3 by the House Commerce Committee , may allow Bloomfield Hills-based Taubman Centers Inc. to fend off a takeover attempt by Indianapolis-based Simon Property Group Inc ."
1969,1,"EU ministers were invited to the conference but canceled because the union is closing talks on agricultural reform , said Gerry Kiely , a EU agriculture representative in Washington .","Gerry Kiely , a EU agriculture representative in Washington , said EU ministers were invited but canceled because the union is closing talks on agricultural reform ."
2470,0,RJR spends an estimated $ 30 million annually on NASCAR .,NASCAR will get an estimated $ 75 million a year in cash and promotional concessions .
1949,1,"The Dow Jones industrial average closed down 18.06 , or 0.2 per cent , at 9266.51 .","The blue-chip Dow Jones industrial average < .DJI > slipped 44.32 points , or 0.48 percent , to 9,240.25 ."
3115,0,"The legislation , which now goes to the full House , would amend the state 's 1988 corporate takeover law .",The state House on Thursday approved legislation intended to clarify Michigan 's corporate takeover law .
2172,0,"Dennehy , 21 , hasn 't been heard from in more than two weeks , and police suspect he was killed in the Waco area .","Authorities and Baylor officials say Dennehy , 21 , hasn 't been heard from in more than two weeks ."
2212,1,"But Mr Robinson urged the voters to be "" kind and sensitive and gentle "" to the believers who "" will not understand what you 've done here today "" .","But he urged the delegates who elected him to be "" kind and sensitive and gentle "" to believers who "" will not understand what you 've done here today . """
538,1,"He was eventually taken to London 's Hammersmith hospital , where doctors regulated Blair 's heart beat via electric shock .","He was taken to Hammersmith hospital , where doctors regulated Blair 's heart beat via electric shock in a procedure called "" cardio-version "" ."
2913,1,Media giant Vivendi Universal EAUG.PA V.N set to work sifting through bids for its U.S. entertainment empire on Monday in a multibillion-dollar auction of some of Hollywood 's best-known assets .,Media moguls jostled for position as the deadline for bids for Vivendi Universal 's U.S. entertainment empire neared on Monday in an auction of some of Hollywood 's best-known assets .
2484,1,"The 19 face charges including racketeering , conspiracy , organized fraud , grand theft and illegal drug sales , all felonies carrying penalties of five to 30 years in prison .","The suspects were charged with racketeering , conspiracy , organized fraud , grand theft and illegal drug sales , all felonies carrying penalties of five to 30 years in prison ."
646,1,Sweeney said he would formally announce the formation of the new union on Wednesday in Detroit .,Sweeney is to formally announce the campaign in a speech Wednesday in Detroit .
3557,0,Schools that fail to meet state goals for three years in a row must offer tutoring in addition to transfers .,Schools that don 't meet the testing goals for two years in a row must offer transfers .
1587,1,"He said it was a mistake , and he reimbursed the party nearly $ 2,000 .","The governor said the use of the credit card was a mistake , and has since reimbursed the party for the expense ."
3380,1,"On a positive note , C & W 's estimated lease commitments -- one potential hurdle to U.S. exit -- fell 600 million pounds to 1.6 billion .","Added to savings on the dividend , C & W 's estimated lease commitments , one hurdle to its U.S. escape , fell by 600 million pounds to 1.6 billion ."
2169,1,"Wyeth estimates that 1.2 million women continue to take Prempro pills , down from about 3.4 million before the study was halted last summer .","Wyeth estimates that 1,2 million women are still taking Prempro pills , down from about 3,4 million before the WHI study was halted last year ."
2637,0,"The Metropolitan Transportation Authority was given two weeks to restore the $ 1.50 fare and the old commuter railroad rates , York declared .","The Metropolitan Transportation Authority , which plans to appeal , was given until May 28 to restore the old subway and bus fare and the old commuter railroad rates ."
1164,0,"That was a reversal from a loss of $ 35 million , or 20 cents , a year earlier .","Net income was 12 cents a share , compared with a net loss of $ 35 million , or 20 cents , a year earlier ."
433,1,"Another brother , Ali Imron , was sentenced to life in prison after cooperating with investigators and showing remorse .","Another brother , Ali Imron , received a life sentence after he cooperated with the authorities and expressed remorse ."
135,1,There had been fears that the 35 year-old wouldn 't be able to conceive after suffering two ectopic pregnancies and cancer of the uterus .,There were fears that Heather would never have children after suffering two ectopic pregnancies and cancer of the uterus .
179,1,"Also arrested Friday was Claudia Carrizales de Villa , 34 , a Mexican citizen who lives in Harlingen .","Also arrested Friday was Claudia Carrizales de Villa , 34 , a citizen of Mexico residing in the border city of Harlingen , Texas ."
3909,0,"At 10 p.m. , Odette was centered about 295 miles south-southeast of Kingston , Jamaica , and was moving northeast near 8 mph .","At 10 p.m. Thursday , Odette was about 295 miles south-southeast of Kingston , Jamaica and about 900 miles south-southeast of Palm Beach ."
1327,0,Scientists have reported a 90 percent decline in large predatory fish in the world 's oceans since a half century ago .,"Scientists reported a 90 percent decline in large predatory fish in the world 's oceans since a half-century ago , a dire assessment that drew immediate skepticism from commercial fishers ."
4009,1,Congo 's many-sided war began in 1998 when Uganda and Rwanda invaded to back rebels fighting to topple the government in Kinshasa .,The Democratic Republic of Congo 's war began in 1998 when Uganda and Rwanda invaded together to back rebels trying to topple Kinshasa .
2015,0,"Rosenthal declined comment on the Garrett situation Tuesday but said in a statement : "" We had a big contract negotiation .","The show 's creator and executive producer , Phil Rosenthal , quipped in a statement : "" We had a big contract negotiation ."
906,0,""" The same three Response Team members also met with Monsignor Grass , who while manifestly repentant , admitted that the allegations were true .",""" Monsignor Grass ... while manifestly repentant , admitted that the allegations were true , "" the statement said ."
2382,1,"Dotson admitted to FBI agents that he shot Dennehy in the head "" because Patrick had tried to shoot him , "" according to an arrest warrant released Tuesday .","According to an arrest warrant released Tuesday , Dotson admitted to FBI agents that he shot Dennehy in the head "" because Patrick had tried to shoot him . """
2868,0,"Fidelity Investments , the nation 's largest mutual-fund company , said it received a subpoena from New York Attorney General Eliot Spitzer 's office regarding its investigation to potential fund-trading abuses .","Fidelity Investments has received a subpoena from New York Attorney General Eliot Spitzer , who is investigating charges of market-timing and late-day trading in the mutual fund industry ."
719,1,"The purchase is the largest conservation transaction in Hawaii 's history , the agencies said .","The $ 22 million deal , announced Thursday , is also the largest land conservation transaction in Hawaii history ."
28,1,"I wanted to bring the most beautiful people into the most beautiful building , he said Sunday inside the Grand Central concourse .",""" I wanted to bring the most beautiful people into the most beautiful building , "" Tunick said Sunday ."
1493,1,Chief Executive Rod Eddington is to meet the three unions separately on Monday afternoon .,Eddington is to meet the other two unions separately later on Monday .
1582,1,The decomposed remains of 17-year-old Max Guarino of Manhattan were found floating near City Island April 25 .,"Max Guarino , 17 , was found April 25 in the water off City Island ."
3081,1,"Neighboring Canada has just decided to legalize same-sex marriage , and they have high hopes that Massachusetts ' supreme court will take a similar step soon .","Canada has just decided to legalize same-sex marriage , and they have high hope that Massachusetts ' high court will take a similar step within a few weeks ."
2321,1,Its legal representatives began meeting with plaintiffs ' attorneys last week to discuss a settlement .,Attorneys for both the archdiocese and the plaintiffs began meeting last week to reach the out-of-court settlement .
3108,1,"The blue-chip Dow Jones industrial average < .DJI > jumped 118 points , or 1.36 percent , to 8,829 .","In morning trading , the Dow Jones industrial average was up 121.51 , or 1.4 percent , at 8,832.69 ."
2847,0,The Java Enterprise System bundles a slew of Sun software for a yearly subscription of $ 100 per employee .,"For instance , the core Java Enterprise System will cost $ 100 per employee in the US ."
3883,1,"The industry is working with the FDA "" to get firm answers and not just speculation , "" he told Reuters Health .","Companies are working with the FDA and academics "" to try and get some firm answers and not just speculation , "" Jarman said ."
957,0,"Under the plan , Maine would act as a "" pharmacy benefit manager "" to lower the cost of prescription drugs .","Under Maine Rx , which state lawmakers approved in 2000 , Maine would act as a "" pharmacy benefit manager "" to lower the cost of prescription drugs ."
150,0,Arison said Mann may have been one of the pioneers of the world music movement and he had a deep love of Brazilian music .,Arison said Mann was a pioneer of the world music movement -- well before the term was coined -- and he had a deep love of Brazilian music .
991,1,"In addition , the committee noted , "" while spending is firming , the labour market has been weakening "" .",""" The evidence accumulated over the intermeeting period confirms that spending is firming , although the labor market has been weakening ."
289,0,"Outside the court , Sriyanto , who faces up to 25 years ' jail , denied he had done anything wrong .","Outside the court , Sriyanto denied to The Age that he had done anything wrong ."
2557,0,"In early afternoon trading , the Dow Jones industrial average was down 18.42 , or 0.2 percent , at 8,569.94 .","Since sinking to 2003 lows in early March , the Dow Jones industrial average has rallied 13.8 % ."
200,1,"Based on having at least one of the symptoms , most students had been hung over between three and 11 times in the previous year .",On average the students suffered at least one of the 13 symptoms between three and 11 times in the last year .
253,1,Atlantic Coast will continue its operations as a Delta Connections carrier .,"It will continue its regional service for Delta Air Lines DAL.N , Atlantic Coast said ."
3963,0,"Shares of Ahold rose 12 cents , or 2.3 percent , to 5.35 euros in Amsterdam .","Ahold 's U.S. shares rose 52 cents , or 9 percent , to $ 6.30 ."
3327,1,"Drewes and a friend were playing a game of "" ding-dong-ditch "" -- ringing doorbells and running away -- in the Woodbury neighborhood in suburban Boca Raton .","Drewes and his friend were pulling a mischievous , late-night game of "" ding-dong-ditch "" knocking on doors or ringing doorbells and running in the Woodbury neighborhood in suburban Boca Raton ."
64,0,"Application Intelligence will be included as part of the company 's SmartDefense application , which is included with Firewall-1 .","The new application intelligence features will be available June 3 and are included with the SmartDefense product , which comes with FireWall-1 ."
3484,1,"Additionally , early voting will be conducted from 1 to 6 p.m. Sept . 7 .",Early voting will run weekdays from 8 a.m. to 5 p.m. through Sept . 9 .
654,0,"In 1998 Intel invested $ 500 million in Micron , but later sold the equity it had bought , Mulloy said .","Earlier this year , Intel invested $ 123 million in Elpida Memory over two funding rounds , Mulloy said ."
783,1,"Researchers predicted an additional 23 cases of dementia a year for every 10,000 women on the therapy .","This represents an additional 23 cases of dementia per year in every 10,000 women treated ."
2412,1,"There are only 2,000 Roman Catholics living in Banja Luka now .",There are just a handful of Catholics left in Banja Luka .
2193,1,"Coupling , an American version of a hit British comedy , will get the valuable Thursday 9 : 30 p.m. time slot .","Coupling , an American version of a hit British comedy , will couple with Friends on Thursdays ."
1980,1,"About 25 countries have signed in the past four months , and about half of those have been signed in the past few weeks .","According to the State Department list , about 25 nations have signed bilateral agreements in the past four months , about half in the past three weeks ."
1113,0,"At least seven other governments have signed agreements , but have asked not to have them publicized .","Egypt , Mongolia , the Seychelles , Tunisia and at least three other governments have signed unpublicized agreements ."
3361,1,WHO noted that most resistant bacteria growth among humans was due to overuse of antibiotics by doctors -- not due to farmers .,"The WHO said in a report on Wednesday that most resistant bacteria growth among humans was not due to farmers , but to overuse of antibiotics by doctors ."
979,1,"Sony 's portfolio gives subscribers a variety of personalized services including the ability to download and experience images , ring tones , music videos and other music entertainment services .","Sony Music 's portfolio of products and services currently enable carriers to offer subscribers the ability to download images , ring tones , music videos and other entertainment services ."
2505,0,Mailblocks was founded five years after WebTV was acquired by Microsoft for $ 425 million .,WebTV was sold to Microsoft in 1997 for $ 425 million and today is called MSN TV .
1408,1,"At first blush , then , the distinction drawn by the creators of the do-not-call registry would seem to draw the line in precisely the right place .","At first blush , then , the creators of the registry would seem to have drawn the line between exempted and banned calls in the right place ."
261,1,"The new capabilities will provide IBM customers a way to create , publish , manage and archive Web-based content within a corporate intranet , extranet and Internet environment .","The product will be targeted at companies that need to create , publish , manage and archive web-based content within a corporate intranet , extranet and internet environment ."
282,1,A Lamar mother arrested Saturday in Colorado Springs is accused of drowning her two children in a bathtub before slitting her wrists .,"A 32-year-old mother of two is suspected of drowning her children in a bathtub before slashing her wrists in an unsuccessful suicide attempt , police said ."
